核准編號,團體名稱,電話,行政區,臺北市核准地點,備註,經度,緯度
1164,台北市身心障礙者權益促進會,(02)25975091,松山區,光復南路32巷1之1號臺電電箱右側,,121.55741,25.04668
1165,台北市身心障礙者權益促進會,(02)25975091,大安區,延吉街233巷口,,121.55566,25.03702
1166,台北市身心障礙者權益促進會,(02)25975091,南港區,福德街373巷41號對面,,121.59247,25.03875
1167,台北市身心障礙者權益促進會,(02)25975091,松山區,八德路3段74巷43號旁,,121.55257,25.04622
1176,臺北市身障關愛福利協會,0933-494-219,信義區,虎林街70巷底(永吉路326巷21號旁),,121.5754656,25.0444656
1177,臺北市身障關愛福利協會,0933-494-219,信義區,信義區虎林街74巷12號(停車場口),,121.5762938,25.0439047
1178,臺北市身障關愛福利協會,0933-494-219,信義區,松山路292巷口(紅色郵筒旁),,121.5777021,25.0433893
1179,臺北市身障關愛福利協會,0933-494-219,士林區,中山北路5段777巷口(中山北路5段775號對面河堤樓梯旁),,121.5261389,25.09950504
1180,臺北市身障關愛福利協會,0933-494-219,中山區,龍江路120巷如意新村圍牆外登桿旁,,121.5392346,25.05340414
1181,臺北市身障關愛福利協會,0933-494-219,信義區,忠孝東路5段236巷3弄口側門圍牆邊,,121.5719259,25.04041795
1182,臺北市身障關愛福利協會,0933-494-219,大安區,安和路二段23巷口左側側面燈桿旁,,121.5526585,25.0321278
1183,臺北市身障關愛福利協會,0933-494-219,大安區,安和路二段71巷口左側,,121.5524143,25.03037285
1184,臺北市身障關愛福利協會,0933-494-219,大安區,敦化南路1段295巷4號對面電桿下,,121.5495155,25.03550715
1185,臺北市身障關愛福利協會,0933-494-219,中山區,北安路821巷4弄底(樓梯入口前人行道左側) ,,121.5555664,25.08579155
1186,臺北市身障關愛福利協會,0933-494-219,中山區,新生北路3段3巷17號對面路燈下,,121.5282327,25.06317371
1187,臺北市身障關愛福利協會,0933-494-219,大安區,忠孝東路4段216巷27弄16號對面,,121.5540415,25.03992438
1188,臺北市身障關愛福利協會,0933-494-219,大安區,忠孝東路4段216巷11弄口路名牌前,,121.5530256,25.04079224
1189,臺北市身障關愛福利協會,0933-494-219,士林區,大南路388巷口,,121.5161738,25.08927429
1190,臺北市身障關愛福利協會,0933-494-219,士林區,大南路428巷口布告欄旁,,121.5182894,25.08945427
1191,臺北市身障關愛福利協會,0933-494-219,士林區,承德路4段266巷2號旁,,121.5200441,25.08923433
1192,臺北市身障關愛福利協會,0933-494-219,中正區,金山南路1段89巷口,,121.5278114,25.03619012
1193,臺北市身障關愛福利協會,0933-494-219,中山區,安東街16巷18弄口電桿下,,121.5407551,25.04531642
1194,臺北市身障福利發展協會,(02)25912695,中山區,遼寧街132號對面路燈桿前,,121.5421017,25.05357838
1195,臺北市身障福利發展協會,(02)25912695,中山區,遼寧街133號對面路燈桿前,,121.5420047,25.05207105
1196,臺北市身障福利發展協會,(02)25912695,內湖區,康寧路3段70巷135號對面公園布告欄旁,,121.608684,25.0667995
1197,臺北市身障福利發展協會,(02)25912695,中山區,民生東路3段與合江街口,,121.5392086,25.05773187
1198,臺北市身障福利發展協會,(02)25912695,士林區,士東路266巷15弄口(士林芝山郵局對面),,121.5374631,25.1113301
1199,臺北市身障福利發展協會,(02)25912695,士林區,承德路4段10巷底公布欄旁,,121.5185094,25.08087661
1200,臺北市身障福利發展協會,(02)25912695,大安區,富陽街157巷口電箱旁,,121.5578788,25.01775523
1201,臺北市身障福利發展協會,(02)25912695,大安區,臥龍街254號對面(加油站電箱旁),,121.5572649,25.018506
1202,臺北市身障福利發展協會,(02)25912695,士林區,重慶北路4段1巷15弄口,,121.5123248,25.0795897
1203,臺北市身障福利發展協會,(02)25912695,中山區,合江街20巷口公園,,121.5390577,25.10419386
1204,臺北市身障福利發展協會,(02)25912695,大安區,通化街39巷變電箱旁邊,,121.5544259,25.0309254
1205,臺北市身障福利發展協會,(02)25912695,大安區,光復南路676巷2號對面,,121.5570789,25.03056536
1206,臺北市身障福利發展協會,(02)25912695,士林區,中山北路7段207巷口,,121.5327817,25.12587333
1207,臺北市身障福利發展協會,(02)25912695,士林區,天母北路72巷口電線桿下,,121.5264973,25.12329192
1208,臺北市身障福利發展協會,(02)25912695,士林區,文林路77號對面,,121.5260163,25.08751833
1209,臺北市身障福利發展協會,(02)25912695,士林區,福港街18巷15號對面,,121.5175386,25.09082717
1210,臺北市身障福利發展協會,(02)25912695,北投區,中和街63號對面,,121.501925,25.13890696
1211,臺北市身障福利發展協會,(02)25912695,中山區,興安公園西北角,,121.5415543,25.05608018
1212,臺北市身障者關懷服務協進會,(02)26886212,文山區,指南路3段15號對面牆邊,,121.58002,24.98501
1213,臺北市身障者關懷服務協進會,(02)26886212,文山區,興隆路2段233巷底,,121.55034,25.00224
1214,臺北市身障者關懷服務協進會,(02)26886212,文山區,興隆路4段96巷4弄口燈桿邊,,121.56138,24.98329
1215,臺北市身障者關懷服務協進會,(02)26886212,文山區,忠順街1段48巷5弄2號前,,121.56025,24.98367
1216,臺北市身障者關懷服務協進會,(02)26886212,文山區,羅斯福路5段150巷底,,121.53763,25.00771
1217,臺北市身障者關懷服務協進會,(02)26886212,文山區,汀州路4段105巷口,,121.53654,25.00659
1218,臺北市身障者關懷服務協進會,(02)26886212,信義區,永吉路225巷52弄19號對面公園邊,,121.57356,25.04741
1219,臺北市身障者關懷服務協進會,(02)26886212,信義區,永吉路187巷4弄2號邊,,121.57277,25.04621
1220,臺北市身障者關懷服務協進會,(02)26886212,信義區,永吉路225巷2弄口,,121.57416,25.04585
1221,臺北市身障者關懷服務協進會,(02)26886212,信義區,永吉路225巷1弄47號邊,,121.57546,25.04594
1222,臺北市身障者關懷服務協進會,(02)26886212,信義區,松仁路240巷2號對面,,121.56934,25.02473
1223,臺北市身障者關懷服務協進會,(02)26886212,信義區,忠孝東路4段559巷16弄21號對面桿邊,,121.56448,25.04241
1224,臺北市身障者關懷服務協進會,(02)26886212,信義區,忠孝東路4段559巷底,,121.56376,25.04427
1225,臺北市身障者關懷服務協進會,(02)26886212,信義區,永吉路30巷125號旁桿邊,,121.56885,25.04274
1226,臺北市身障者關懷服務協進會,(02)26886212,士林區,中山北路7段154巷與146巷交口,,121.53324,25.12335
1227,臺北市身障者關懷服務協進會,(02)26886212,大安區,金山南路2段132巷口,,121.52637,25.02976
1228,臺北市身障者關懷服務協進會,(02)26886212,北投區,天母西路103號對面(振興公園內),,121.52362,25.11869
1229,臺北市身障者關懷服務協進會,(02)26886212,大安區,敦化南路1段236巷13號旁或1號前,,121.54812,25.04065
1230,台北市弱勢彩券聯合促進會,(02)23026138,松山區,八德路4段765號對面,,121.57796,25.05137
1231,台北市弱勢彩券聯合促進會,(02)23026138,中山區,龍江路五常街口(近五常國小),,121.54202,25.06398
1232,台北市弱勢彩券聯合促進會,(02)23026138,松山區,八德路4段與中坡北路口樹下,,121.57957,25.05045
1233,台北市弱勢彩券聯合促進會,(02)23026138,松山區,松河街190號對面,,121.57694,25.05156
1234,台北市弱勢彩券聯合促進會,(02)23026138,松山區,八德路4段598號旁變電箱下方,,121.61047,25.06857
1235,台北市弱勢彩券聯合促進會,(02)23026138,內湖區,民權東路6段296巷76號對面人行道燈桿旁,,121.53934,25.03416
1236,台北市弱勢彩券聯合促進會,(02)23026138,大安區,信義路3段111巷16弄口圍牆旁,,121.54206,25.03418
1237,台北市弱勢彩券聯合促進會,(02)23026138,中山區,龍江路與興安街口 ,,121.5405319,25.0563768
1238,台北市弱勢彩券聯合促進會,(02)23026138,中山區,龍江路與長春路口,,121.5403181,25.0547071
1239,台北市弱勢彩券聯合促進會,(02)23026138,中山區,北安路595巷口電桿下,,121.53207,25.05937
1240,台北市弱勢彩券聯合促進會,(02)23026138,中山區,民生東路2段115巷25弄14號對面公園桿子旁,,121.53253,25.06414
1241,台北市弱勢彩券聯合促進會,(02)23026138,中山區,松江路402巷7弄2號對面(變電箱旁),,121.53255,25.06433
1242,台北市弱勢彩券聯合促進會,(02)23026138,中山區,吉林路343巷口停車場旁,,121.53042,25.06437
1243,台北市弱勢彩券聯合促進會,(02)23026138,中山區,錦州街231巷口停車格旁,,121.53251,25.06132
1244,台北市弱勢彩券聯合促進會,(02)23026138,大安區,大安路1段175巷口,,121.5462726,25.03651365
1245,台北市弱勢彩券聯合促進會,(02)23026138,內湖區,金龍路153號旁,,121.5892938,25.08626705
1246,台北市弱勢彩券聯合促進會,(02)23026138,內湖區,金龍路13巷口,,121.59482,25.08469
1247,台北市弱勢彩券聯合促進會,(02)23026138,內湖區,成功路4段214巷口,,121.59496,25.09171
1248,臺北市身心障礙者健康關懷協會,(02)26886212,文山區,試院路104號對面,,121.54763,24.98994
1249,臺北市身心障礙者健康關懷協會,(02)26886212,文山區,木柵路1段191巷口,,121.55124,24.98801
1250,臺北市身心障礙者健康關懷協會,(02)26886212,文山區,辛亥路7段5巷口,,121.55242,24.98713
1251,臺北市身心障礙者健康關懷協會,(02)26886212,文山區,木柵路1段59巷口桿邊,,121.54603,24.98688
1252,臺北市身心障礙者健康關懷協會,(02)26886212,文山區,木柵路1段6號旁對面,,121.54598,24.98664
1253,臺北市身心障礙者健康關懷協會,(02)26886212,文山區,興隆路2段220巷31弄13號旁,,121.55321,25.00024
1254,臺北市身心障礙者健康關懷協會,(02)26886212,文山區,興隆路2段220巷55弄口對面,,121.55152,24.99966
1255,臺北市身心障礙者健康關懷協會,(02)26886212,文山區,辛亥路5段118巷口電氣設備邊,,121.55209,24.99736
1256,臺北市身心障礙者健康關懷協會,(02)26886212,文山區,福興路63巷4弄27號對面,,121.54919,25.00461
1257,臺北市身心障礙者健康關懷協會,(02)26886212,文山區,興隆路3段116巷3弄31號旁,,121.55708,24.99847
1258,臺北市身心障礙者健康關懷協會,(02)26886212,文山區,萬隆街62巷口,,121.53671,25.00092
1259,臺北市身心障礙者健康關懷協會,(02)26886212,大安區,敦化南路2段55巷6號對面,,121.54957,25.03144
1260,臺北市身心障礙者健康關懷協會,(02)26886212,文山區,羅斯福路6段159巷19號對面,,121.54229,24.99713
1261,臺北市身心障礙者健康關懷協會,(02)26886212,大安區,忠孝東路3段217巷1弄底,,121.53866,25.04236
1262,臺北市身心障礙者健康關懷協會,(02)26886212,大安區,金華街183巷6號對面機車格旁,,121.52724,25.03026
1263,臺北市身心障礙者健康關懷協會,(02)26886212,文山區,木新路3段95巷2弄2號邊,,121.56293,24.98175
1264,臺北市身心障礙者健康關懷協會,(02)26886212,大安區,敦化南路1段187巷4號旁,,121.54963,25.04251
1265,臺北市身心障礙者健康關懷協會,(02)26886212,大安區,大安路31巷54-1號,,121.54814,25.04382
1266,臺北市身心障礙者創業發展協會,(02)26886212,文山區,羅斯福路6段316號電桿旁,,121.53955,24.99017
1267,臺北市身心障礙者創業發展協會,(02)26886212,信義區,吳興街432巷106號附近牆邊,,121.56763,25.02381
1268,臺北市身心障礙者創業發展協會,(02)26886212,士林區,中山北路5段726巷口,,121.52729,25.09873
1269,臺北市身心障礙者創業發展協會,(02)26886212,大安區,建國南路1段44巷口桿邊,,121.53628,25.04385
1270,臺北市身心障礙者創業發展協會,(02)26886212,大安區,新生南路1段97巷22號旁,,121.53466,25.04109
1271,臺北市身心障礙者創業發展協會,(02)26886212,大安區,新生南路1段八德路口,,121.53329,25.04438
1272,臺北市身心障礙者創業發展協會,(02)26886212,大安區,仁愛路3段51巷8號對面,,121.53593,25.03976
1273,臺北市身心障礙者創業發展協會,(02)26886212,大安區,仁愛路3段5巷底,,121.53344,25.04008
1274,臺北市身心障礙者創業發展協會,(02)26886212,文山區,光輝路16號斜對面桿旁,,121.55511,24.98751
1275,臺北市身心障礙者創業發展協會,(02)26886212,大安區,敦化南路1段233巷20號旁,,121.54971,25.04037
1276,臺北市身心障礙者創業發展協會,(02)26886212,大安區,和平東路2段98號側邊對面人行道電信設備邊,,121.54129,25.02474
1277,臺北市身心障礙者創業發展協會,(02)26886212,大安區,忠孝東路4段26巷67號旁,,121.54444,25.03911
1278,臺北市身心障礙者創業發展協會,(02)26886212,大安區,仁愛路4段91巷3號對面,,121.54799,25.03854
1279,臺北市身心障礙者創業發展協會,(02)26886212,大安區,和平東路3段119巷6號邊,,121.55159,25.02478
1280,臺北市身心障礙者創業發展協會,(02)26886212,大安區,安和路1段109巷底電信設備邊,,121.55323,25.03579
1281,臺北市身心障礙者創業發展協會,(02)26886212,大安區,和平東路2段107巷口天橋下,,121.54028,25.02551
1282,臺北市身心障礙者創業發展協會,(02)26886212,大安區,溫州街46號附近廟旁兩桿間,,121.53312,25.02192
1283,臺北市身心障礙者創業發展協會,(02)26886212,文山區,樟新街18號對面,,121.55515,24.97931
1284,臺北市身障者互助關懷協會,(02)26886212,文山區,久康街171號對面,,121.56873,24.99063
1285,臺北市身障者互助關懷協會,(02)26886212,文山區,忠順街2段129號（伯大尼托兒所旁）,,121.56684,24.98471
1286,臺北市身障者互助關懷協會,(02)26886212,文山區,臺北市保儀路138巷24號對面,,121.56562,24.98432
1287,臺北市身障者互助關懷協會,(02)26886212,文山區,辛亥路5段73巷口里辦公室公告欄右邊,,121.55331,24.99803
1288,臺北市身障者互助關懷協會,(02)26886212,文山區,辛亥路4段21巷口,,121.55861,25.00849
1289,臺北市身障者互助關懷協會,(02)26886212,文山區,辛亥路4段101巷口電器設備旁,,121.55864,25.00663
1290,臺北市身障者互助關懷協會,(02)26886212,文山區,羅斯福路5段211巷17弄口,,121.53961,25.00253
1291,臺北市身障者互助關懷協會,(02)26886212,大安區,濟南路3段17-1號旁對面,,121.53457,25.04026
1292,臺北市身障者互助關懷協會,(02)26886212,文山區,一壽街22號旁(里民活動中心旁),,121.55649,24.97987
1293,臺北市身障者互助關懷協會,(02)26886212,大安區,復興南路2段210巷2號旁,,121.54279,25.02646
1294,臺北市身障者互助關懷協會,(02)26886212,信義區,光復南路473巷11弄60號對面,,121.55964,25.03448
1295,臺北市身障者互助關懷協會,(02)26886212,北投區,立農街1段582號對面,,121.51134,25.11938
1296,臺北市身障者互助關懷協會,(02)26886212,北投區,文林北路242號旁,,121.51357,25.10888
1297,臺北市身障者互助關懷協會,(02)26886212,中山區,新生北路3段35號旁防火巷前柱旁,,121.52802,25.06503
1298,臺北市身障者互助關懷協會,(02)26886212,大安區,四維路76巷口對面,,121.54821,25.03421
1299,臺北市身障者互助關懷協會,(02)26886212,大安區,四維路22巷口,,121.54801,25.03638
1300,臺北市身障者互助關懷協會,(02)26886212,大安區,安和路2段123號前,,121.55132,25.02932
1301,臺北市身障者互助關懷協會,(02)26886212,大安區,安和路2段184巷7號旁,,121.54952,25.02511
1302,臺北市弱勢者就業促進協會,(02)26886212,文山區,汀州路4段1號對面電器設備邊,,121.53664,25.01039
1303,臺北市弱勢者就業促進協會,(02)26886212,文山區,木柵路1段335巷口,,121.55764,24.98887
1304,臺北市弱勢者就業促進協會,(02)26886212,文山區,興隆路2段203巷90~94號對面,,121.54663,25.00259
1305,臺北市弱勢者就業促進協會,(02)26886212,大安區,文昌街39號旁,,121.55018,25.03291
1306,臺北市弱勢者就業促進協會,(02)26886212,大安區,大安路1段116巷15號對面,,121.54489,25.03977
1307,臺北市弱勢者就業促進協會,(02)26886212,大安區,通安街64號旁,,121.55322,25.03061
1308,臺北市弱勢者就業促進協會,(02)26886212,大安區,通化街24巷口,,121.55394,25.03166
1309,臺北市弱勢者就業促進協會,(02)26886212,大安區,樂利路10號桿邊,,121.55101,25.02808
1310,臺北市弱勢者就業促進協會,(02)26886212,大安區,和平東路2段18巷17~1號對面,,121.53588,25.02293
1311,臺北市弱勢者就業促進協會,(02)26886212,大安區,金山南路2段31巷與麗水街電箱旁,,121.52897,25.03255
1312,臺北市弱勢者就業促進協會,(02)26886212,大安區,愛國東路與麗水街口旁,,121.52872,25.03132
1313,臺北市弱勢者就業促進協會,(02)26886212,大安區,敦化南路1段233巷24號邊,,121.55081,25.04034
1314,臺北市弱勢者就業促進協會,(02)26886212,大安區,瑞安街266號對面,,121.53937,25.02633
1315,臺北市弱勢者就業促進協會,(02)26886212,文山區,木新路2段299巷口,,121.56539,24.98266
1316,臺北市弱勢者就業促進協會,(02)26886212,文山區,恆光街51巷口電信設備邊,,121.56719,24.98241
1317,臺北市弱勢者就業促進協會,(02)26886212,大安區,金山南路2段30巷口,,121.52697,25.03312
1318,臺北市弱勢者就業促進協會,(02)26886212,文山區,木柵路3段85巷8弄5-1號對面變電箱旁,,121.56702,24.98938
1320,臺北市恩寶身心障礙者關懷協會,(02)26886212,大安區,四維路154巷口對面,,121.54805,25.03104
1321,臺北市恩寶身心障礙者關懷協會,(02)26886212,大安區,大安路2段90巷口,,121.54599,25.03125
1322,臺北市恩寶身心障礙者關懷協會,(02)26886212,大安區,通化街39巷50弄101號旁,,121.55493,25.02861
1323,臺北市恩寶身心障礙者關懷協會,(02)26886212,中正區,杭州南路1段143巷11之5號旁,,121.52562,25.03599
1324,臺北市恩寶身心障礙者關懷協會,(02)26886212,文山區,景華街22巷7號旁人行道,,121.54237,24.99439
1325,臺北市恩寶身心障礙者關懷協會,(02)26886212,大安區,潮州街38號前桿旁,,121.52269,25.02941
1326,臺北市恩寶身心障礙者關懷協會,(02)26886212,大安區,潮州街60巷口燈桿旁,,121.52376,25.02919
1327,臺北市恩寶身心障礙者關懷協會,(02)26886212,大安區,潮州街98巷8號邊,,121.52519,25.02837
1328,臺北市恩寶身心障礙者關懷協會,(02)26886212,大安區,和平東路1段85巷4弄底,,121.52511,25.02754
1329,臺北市恩寶身心障礙者關懷協會,(02)26886212,松山區,延吉街30巷1號旁,,121.55331,25.04613
1330,臺北市恩寶身心障礙者關懷協會,(02)26886212,文山區,忠順街1段26巷30弄口,,121.55956,24.98259
1331,臺北市恩寶身心障礙者關懷協會,(02)26886212,文山區,木新路3段310巷12弄底公園邊,,121.55789,24.98213
1332,臺北市恩寶身心障礙者關懷協會,(02)26886212,文山區,景華街49巷5號斜對面公園邊,,121.54291,24.99553
1333,臺北市恩寶身心障礙者關懷協會,(02)26886212,文山區,福興路4巷15弄口,,121.55191,25.00339
1334,臺北市恩寶身心障礙者關懷協會,(02)26886212,文山區,福興路4巷7弄口,,121.55164,25.00314
1335,臺北市恩寶身心障礙者關懷協會,(02)26886212,大安區,信義路2段10巷11弄口,,121.52459,25.03411
